train_number,station_id,initial_delay_minutes,cascade_depth,affected_trains_count,delay_spread_minutes,cross_zone_propagation,event_id,frontier_checks
12002,BSP,50.0,3,0,175.4,1,EVT003085,[]
12231,MLDT,49.0,3,0,171.7,1,EVT003086,[]
12309,PNBE,82.0,3,0,294.1,1,EVT003087,[]
12014,GHY,13.0,3,0,37.2,1,EVT003088,[]
12082,SDAH,7.0,0,0,7.0,0,EVT003089,[]
12222,COR,80.0,3,1,130.7,1,EVT003090,[]
12166,RTM,43.0,6,1,161.2,1,EVT003091,[]
12147,KYN,39.0,1,0,75.1,1,EVT003092,[]
12130,JP,42.0,3,0,145.7,1,EVT003093,[]
12022,COR,38.0,2,1,51.2,1,EVT003094,[]
12080,PRYJ,45.0,2,0,123.7,1,EVT003095,[]
12214,BCT,43.0,2,0,118.0,1,EVT003096,[]
12098,HWH,13.0,2,0,32.4,1,EVT003097,[]
12179,AGC,18.0,5,0,69.6,1,EVT003098,[]
12057,KGP,56.0,5,1,196.9,1,EVT003099,[]
12148,JBP,50.0,6,1,152.1,1,EVT003100,[]
12139,SC,4.0,0,0,4.0,0,EVT003101,[]
12191,JBP,65.0,4,0,277.0,1,EVT003102,[]
12297,JBP,29.0,3,0,97.5,1,EVT003103,[]
12089,NGP,88.0,6,1,318.8,1,EVT003104,[]
12071,KYN,6.0,0,0,6.0,0,EVT003105,[]
12065,MFP,67.0,4,0,286.0,1,EVT003106,[]
12080,NDLS,44.0,3,0,153.2,1,EVT003107,[]
12006,PNBE,26.0,3,0,86.4,1,EVT003108,[]
12067,ASN,1.0,0,0,1.0,0,EVT003109,[]
12248,MLDT,58.0,1,0,112.2,1,EVT003110,[]
12208,AGC,17.0,0,0,17.0,0,EVT003111,[]
12311,TATA,39.0,0,0,39.0,0,EVT003112,[]
12238,DLI,1.0,0,0,1.0,0,EVT003113,[]
12007,JP,3.0,0,0,3.0,0,EVT003114,[]
12128,MFP,34.0,0,0,34.0,0,EVT003115,[]
12009,VSKP,39.0,4,0,159.3,1,EVT003116,[]
12153,VSKP,27.0,1,0,51.7,0,EVT003117,[]
12205,ERS,45.0,4,0,186.5,1,EVT003118,[]
12032,RTM,37.0,3,1,65.5,1,EVT003119,[]
12212,NDLS,1.0,0,0,1.0,0,EVT003120,[]
12275,NDLS,32.0,3,0,108.6,1,EVT003121,[]
12053,PNBE,30.0,1,0,57.5,0,EVT003122,[]
12216,SBC,34.0,4,0,136.7,1,EVT003123,[]
12102,KYN,25.0,1,0,47.8,1,EVT003124,[]
12302,DHN,39.0,5,1,164.8,1,EVT003125,[]
12171,PRYJ,50.0,2,0,138.0,1,EVT003126,[]
12261,HWH,22.0,4,0,82.4,1,EVT003127,[]
12039,ST,1.0,0,0,1.0,0,EVT003128,[]
12155,NGP,32.0,1,0,61.5,1,EVT003129,[]
12162,TPJ,19.0,5,0,74.9,1,EVT003130,[]
12203,NDLS,15.0,4,0,50.7,1,EVT003131,[]
12276,TVC,12.0,0,0,12.0,0,EVT003132,[]
12238,KYN,85.0,0,0,85.0,0,EVT003133,[]
12076,SC,61.0,1,0,118.0,1,EVT003134,[]
12082,MLDT,31.0,1,0,59.5,0,EVT003135,[]
12064,SDAH,1.0,0,0,1.0,0,EVT003136,[]
12285,BPL,30.0,4,0,118.6,1,EVT003137,[]
12204,ROU,41.0,1,0,79.0,1,EVT003138,[]
12122,NDLS,19.0,4,0,68.8,1,EVT003139,[]
12115,NGP,1.0,0,0,1.0,0,EVT003140,[]
12079,ERS,1.0,0,0,1.0,0,EVT003141,[]
12004,BCT,25.0,1,0,47.8,0,EVT003142,[]
12106,MAS,1.0,0,0,1.0,0,EVT003143,[]
12077,CTC,42.0,4,0,172.9,1,EVT003144,[]
12105,KYN,7.0,1,0,12.7,1,EVT003145,[]
12261,SDAH,42.0,3,0,145.7,1,EVT003146,[]
12073,VSKP,4.0,0,0,4.0,0,EVT003147,[]
12181,NJP,32.0,0,0,32.0,0,EVT003148,[]
12103,NDLS,14.0,2,0,35.3,1,EVT003149,[]
12303,ASN,59.0,0,0,59.0,0,EVT003150,[]
12085,MLDT,30.0,1,0,57.5,0,EVT003151,[]
12024,MAS,13.0,2,0,32.4,1,EVT003152,[]
12224,COR,47.0,4,0,195.5,1,EVT003153,[]
12286,COR,18.0,2,0,46.7,1,EVT003154,[]
12165,SUR,33.0,2,0,89.5,1,EVT003155,[]
12059,KGP,1.0,0,0,1.0,0,EVT003156,[]
12255,MAS,40.0,2,0,109.4,1,EVT003157,[]
12178,MAS,12.0,3,0,34.4,1,EVT003158,[]
12196,BWN,1.0,0,0,1.0,0,EVT003159,[]
12098,KGP,9.0,1,0,15.6,1,EVT003160,[]
12081,BBS,10.0,0,0,10.0,0,EVT003161,[]
12187,SDAH,1.0,0,0,1.0,0,EVT003162,[]
12033,PUNE,44.0,3,0,153.2,1,EVT003163,[]
12164,NGP,1.0,0,0,1.0,0,EVT003164,[]
12003,KYN,14.0,3,0,41.9,1,EVT003165,[]
12319,KGP,42.0,3,0,145.7,1,EVT003166,[]
12160,PRYJ,42.0,0,0,42.0,0,EVT003167,[]
12231,GHY,35.0,1,0,67.3,1,EVT003168,[]
12147,BBS,65.0,0,0,65.0,0,EVT003169,[]
12208,ASN,73.0,6,1,327.1,1,EVT003170,[]
12020,PUNE,24.0,2,0,63.8,0,EVT003171,[]
12169,MFP,55.0,0,0,55.0,0,EVT003172,[]
12093,HWH,64.0,5,1,196.1,1,EVT003173,[]
12235,SC,19.0,1,0,36.1,0,EVT003174,[]
12307,PRYJ,40.0,0,0,40.0,0,EVT003175,[]
12004,BCT,79.0,5,1,193.8,1,EVT003176,[]
12123,SUR,104.0,9,2,411.1,1,EVT003177,[]
12294,PNBE,12.0,3,0,34.4,1,EVT003178,[]
12186,MLDT,20.0,1,0,38.0,0,EVT003179,[]
12003,ST,57.0,0,0,57.0,0,EVT003180,[]
12087,NGP,3.0,0,0,3.0,0,EVT003181,[]
12119,BPL,22.0,1,0,42.0,1,EVT003182,[]
12029,JBP,37.0,2,0,100.9,1,EVT003183,[]
12001,BCT,59.0,3,0,208.8,1,EVT003184,[]
12186,GHY,60.0,3,0,212.5,1,EVT003185,[]
12151,BCT,35.0,4,0,141.2,1,EVT003186,[]
12108,BCT,55.0,3,0,194.0,1,EVT003187,[]
12138,TVC,1.0,0,0,1.0,0,EVT003188,[]
12300,SC,33.0,2,1,68.6,1,EVT003189,[]
12270,PRYJ,23.0,3,0,75.3,1,EVT003190,[]
12269,HYB,8.0,1,0,13.7,0,EVT003191,[]
12225,ASR,27.0,3,0,90.1,1,EVT003192,[]
12222,COR,12.0,0,0,12.0,0,EVT003193,[]
12174,BBS,93.0,0,0,93.0,0,EVT003194,[]
12208,PRYJ,19.0,1,0,36.1,0,EVT003195,[]
12197,SC,21.0,2,0,55.2,1,EVT003196,[]
12260,PUNE,25.0,1,0,47.8,0,EVT003197,[]
12011,ADI,61.0,0,0,61.0,0,EVT003198,[]
12255,MAS,43.0,2,0,118.0,1,EVT003199,[]
12196,BSP,43.0,4,0,177.4,1,EVT003200,[]
12251,BSP,41.0,1,0,79.0,0,EVT003201,[]
12239,VSKP,68.0,6,1,306.1,1,EVT003202,[]
12274,NDLS,1.0,0,0,1.0,0,EVT003203,[]
12300,SC,42.0,3,1,106.4,1,EVT003204,[]
12014,NJP,1.0,0,0,1.0,0,EVT003205,[]
12159,AII,31.0,0,0,31.0,0,EVT003206,[]
12272,MAS,10.0,2,0,22.9,1,EVT003207,[]
12050,BCT,10.0,2,0,23.9,1,EVT003208,[]
12022,COR,42.0,4,1,75.1,1,EVT003209,[]
12195,ASR,1.0,0,0,1.0,0,EVT003210,[]
12249,SC,17.0,0,0,17.0,0,EVT003211,[]
12095,JP,34.0,1,0,65.3,1,EVT003212,[]
12207,SDAH,29.0,3,0,97.5,1,EVT003213,[]
12206,SBC,38.0,5,0,175.6,1,EVT003214,[]
12136,KYN,44.0,1,0,84.8,0,EVT003215,[]
12152,PUNE,50.0,5,1,142.6,1,EVT003216,[]
12067,ROU,18.0,3,0,56.7,1,EVT003217,[]
12064,COR,30.0,3,1,69.9,1,EVT003218,[]
12092,KYN,35.0,2,0,95.2,1,EVT003219,[]
12209,SUR,14.0,3,0,41.9,1,EVT003220,[]
12070,JP,27.0,1,0,51.7,0,EVT003221,[]
12036,KGP,1.0,0,0,1.0,0,EVT003222,[]
12034,SUR,1.0,0,0,1.0,0,EVT003223,[]
12151,HYB,19.0,0,0,19.0,0,EVT003224,[]
12048,JBP,31.0,1,0,59.5,1,EVT003225,[]
12131,MAS,28.0,1,0,53.6,0,EVT003226,[]
12142,HWH,50.0,6,1,195.9,1,EVT003227,[]
12284,NDLS,14.0,1,0,26.4,1,EVT003228,[]
12209,SUR,37.0,4,1,134.2,1,EVT003229,[]
12004,ADI,49.0,0,0,49.0,0,EVT003230,[]
12128,MFP,14.0,0,0,14.0,0,EVT003231,[]
12090,KGP,3.0,0,0,3.0,0,EVT003232,[]
12002,BSP,56.0,3,0,197.7,1,EVT003233,[]
12090,SBC,27.0,5,0,117.3,1,EVT003234,[]
12138,TVC,62.0,7,1,312.4,1,EVT003235,[]
12152,JP,61.0,7,1,272.0,1,EVT003236,[]
12212,JHS,16.0,0,0,16.0,0,EVT003237,[]
12265,MDU,75.0,8,1,316.1,1,EVT003238,[]
12094,DURG,52.0,5,0,249.8,1,EVT003239,[]
12159,COR,27.0,2,0,72.4,1,EVT003240,[]
12082,NJP,55.0,2,0,152.2,1,EVT003241,[]
12229,ADI,1.0,0,0,1.0,0,EVT003242,[]
12117,BPL,42.0,8,1,210.0,1,EVT003243,[]
12252,SBC,17.0,3,0,53.0,1,EVT003244,[]
12083,BCT,60.0,4,1,141.0,1,EVT003245,[]
12156,VSKP,1.0,0,0,1.0,0,EVT003246,[]
12024,TPJ,43.0,9,1,213.1,1,EVT003247,[]
12107,BZA,4.0,0,0,4.0,0,EVT003248,[]
12160,PRYJ,31.0,0,0,31.0,0,EVT003249,[]
12096,MYS,46.0,3,0,160.6,1,EVT003250,[]
12036,HWH,1.0,0,0,1.0,0,EVT003251,[]
12158,SBC,16.0,0,0,16.0,0,EVT003252,[]
12082,SDAH,1.0,0,0,1.0,0,EVT003253,[]
12277,NGP,30.0,3,0,101.2,1,EVT003254,[]
12203,ASR,35.0,5,0,159.7,1,EVT003255,[]
12041,PNBE,75.0,1,0,145.3,1,EVT003256,[]
12088,BBS,27.0,1,0,51.7,0,EVT003257,[]
12293,CSMT,30.0,2,0,80.9,1,EVT003258,[]
12219,PURI,55.0,11,1,342.3,1,EVT003259,[]
12140,HYB,28.0,4,0,109.6,1,EVT003260,[]
12051,NJP,28.0,4,1,64.7,1,EVT003261,[]
12154,NGP,53.0,1,0,102.4,1,EVT003262,[]
12272,NDLS,46.0,1,0,88.8,1,EVT003263,[]
12205,SC,24.0,2,0,63.8,1,EVT003264,[]
12186,GHY,47.0,3,0,164.3,1,EVT003265,[]
12152,JU,40.0,3,0,138.3,1,EVT003266,[]
12104,KGP,19.0,0,0,19.0,0,EVT003267,[]
12304,MAS,40.0,1,0,77.0,1,EVT003268,[]
12024,TPJ,65.0,9,1,391.7,1,EVT003269,[]
12135,PRYJ,50.0,6,1,174.0,1,EVT003270,[]
12230,ERS,1.0,0,0,1.0,0,EVT003271,[]
12058,VSKP,38.0,1,0,73.2,0,EVT003272,[]
12042,DURG,21.0,0,0,21.0,0,EVT003273,[]
12292,HYB,31.0,0,0,31.0,0,EVT003274,[]
12039,SBC,44.0,4,0,181.9,1,EVT003275,[]
12062,SDAH,1.0,0,0,1.0,0,EVT003276,[]
12040,JP,46.0,6,1,184.0,1,EVT003277,[]
12085,MLDT,16.0,1,0,30.2,0,EVT003278,[]
12235,CSMT,47.0,5,1,193.0,1,EVT003279,[]
12044,PRYJ,35.0,0,0,35.0,0,EVT003280,[]
12298,SC,1.0,0,0,1.0,0,EVT003281,[]
12291,NDLS,57.0,8,1,247.5,1,EVT003282,[]
12116,ASN,39.0,3,1,59.2,1,EVT003283,[]
12027,RTM,33.0,3,1,96.3,1,EVT003284,[]
12229,GHY,34.0,1,0,65.3,1,EVT003285,[]
12270,PNBE,49.0,2,0,135.1,1,EVT003286,[]
12257,MAO,64.0,9,1,391.5,1,EVT003287,[]
12265,MDU,18.0,3,0,56.7,1,EVT003288,[]
12121,BZA,63.0,2,0,175.1,1,EVT003289,[]
12200,SBC,37.0,1,0,71.2,0,EVT003290,[]
12138,JBP,32.0,1,0,61.5,1,EVT003291,[]
12164,KYN,40.0,3,0,138.3,1,EVT003292,[]
12259,PRYJ,15.0,3,0,45.6,1,EVT003293,[]
12220,BWN,45.0,0,0,45.0,0,EVT003294,[]
12125,NJP,54.0,7,1,240.7,1,EVT003295,[]
12222,R,4.0,0,0,4.0,0,EVT003296,[]
12225,NDLS,31.0,2,0,83.8,1,EVT003297,[]
12313,COR,43.0,1,0,82.9,1,EVT003298,[]
12292,HYB,26.0,0,0,26.0,0,EVT003299,[]
12190,JBP,33.0,3,0,112.4,1,EVT003300,[]
12096,JHS,42.0,0,0,42.0,0,EVT003301,[]
12040,JP,68.0,6,1,318.2,1,EVT003302,[]
12145,COR,27.0,2,0,72.4,1,EVT003303,[]
12167,ST,23.0,3,0,75.3,1,EVT003304,[]
12107,MYS,19.0,0,0,19.0,0,EVT003305,[]
12071,JP,1.0,0,0,1.0,0,EVT003306,[]
12049,GHY,1.0,0,0,1.0,0,EVT003307,[]
12154,R,1.0,0,0,1.0,0,EVT003308,[]
12023,DLI,37.0,3,1,106.4,1,EVT003309,[]
12253,ST,44.0,0,0,44.0,0,EVT003310,[]
12091,PRYJ,47.0,2,0,129.4,1,EVT003311,[]
12119,BPL,1.0,0,0,1.0,0,EVT003312,[]
12136,VSKP,9.0,1,0,15.6,0,EVT003313,[]
12151,SC,22.0,1,0,42.0,0,EVT003314,[]
12079,KGP,47.0,2,0,129.4,1,EVT003315,[]
12122,HYB,11.0,0,0,11.0,0,EVT003316,[]
12122,UMB,67.0,11,1,453.6,1,EVT003317,[]
12222,BSP,34.0,2,0,92.3,1,EVT003318,[]
12153,BBS,22.0,0,0,22.0,0,EVT003319,[]
12215,JHS,66.0,0,0,66.0,0,EVT003320,[]
12056,JP,1.0,0,0,1.0,0,EVT003321,[]
12094,AII,67.0,5,1,146.4,1,EVT003322,[]
12258,BBS,57.0,2,0,157.9,1,EVT003323,[]
12075,BPL,1.0,0,0,1.0,0,EVT003324,[]
12246,PRYJ,28.0,2,0,75.2,1,EVT003325,[]
12225,NDLS,16.0,2,0,41.0,1,EVT003326,[]
12063,GAYA,9.0,1,0,16.6,0,EVT003327,[]
12127,GHY,25.0,3,0,82.7,1,EVT003328,[]
12253,GHY,26.0,2,0,69.5,1,EVT003329,[]
12066,NGP,71.0,5,1,277.7,1,EVT003330,[]
12033,PUNE,75.0,3,0,268.2,1,EVT003331,[]
12303,SDAH,50.0,2,0,138.0,0,EVT003332,[]
12046,GHY,77.0,3,0,275.6,1,EVT003333,[]
12164,CSMT,1.0,0,0,1.0,0,EVT003334,[]
12080,KGP,15.0,0,0,15.0,0,EVT003335,[]
12276,SC,81.0,5,1,249.4,1,EVT003336,[]
12273,JHS,6.0,0,0,6.0,0,EVT003337,[]
12300,SBC,19.0,0,0,19.0,0,EVT003338,[]
12047,GHY,27.0,2,0,72.4,1,EVT003339,[]
12303,SDAH,37.0,2,0,100.9,0,EVT003340,[]
12059,ROU,55.0,3,0,194.0,1,EVT003341,[]
12258,BCT,70.0,1,0,135.6,0,EVT003342,[]
12186,ADI,77.0,4,0,331.3,1,EVT003343,[]
12044,PRYJ,37.0,0,0,37.0,0,EVT003344,[]
12144,MAS,60.0,0,0,60.0,0,EVT003345,[]
12064,RTM,34.0,4,1,73.4,1,EVT003346,[]
12059,ROU,41.0,3,0,142.0,1,EVT003347,[]
12110,BPL,59.0,5,0,286.9,1,EVT003348,[]
12109,DLI,44.0,5,1,132.2,1,EVT003349,[]
12239,NDLS,72.0,7,1,368.9,1,EVT003350,[]
12260,AGC,36.0,3,0,123.5,1,EVT003351,[]
12049,ST,14.0,0,0,14.0,0,EVT003352,[]
12155,DLI,22.0,0,0,22.0,0,EVT003353,[]
12177,MLDT,1.0,0,0,1.0,0,EVT003354,[]
12151,ST,38.0,5,0,175.6,1,EVT003355,[]
12173,PRYJ,29.0,0,0,29.0,0,EVT003356,[]
12262,NDLS,80.0,7,1,379.5,1,EVT003357,[]
12274,VSKP,31.0,5,1,106.5,1,EVT003358,[]
12032,UBL,34.0,4,0,136.7,1,EVT003359,[]
12034,SUR,1.0,0,0,1.0,0,EVT003360,[]
12271,GKP,43.0,0,0,43.0,0,EVT003361,[]
12030,CTC,12.0,0,0,12.0,0,EVT003362,[]
12097,PNBE,32.0,4,0,127.7,1,EVT003363,[]
12304,MAO,1.0,0,0,1.0,0,EVT003364,[]
12166,SUR,9.0,1,0,15.6,0,EVT003365,[]
12058,BBS,1.0,0,0,1.0,0,EVT003366,[]
12232,SC,48.0,1,0,92.7,0,EVT003367,[]
12215,JP,21.0,3,0,67.8,1,EVT003368,[]
12225,NDLS,49.0,2,0,135.1,1,EVT003369,[]
12188,TATA,1.0,0,0,1.0,0,EVT003370,[]
12103,SDAH,8.0,1,0,13.7,1,EVT003371,[]
12094,COR,70.0,7,1,245.6,1,EVT003372,[]
12068,BPL,1.0,0,0,1.0,0,EVT003373,[]
12116,BSP,31.0,4,0,123.1,1,EVT003374,[]
12242,BZA,67.0,5,1,290.5,1,EVT003375,[]
12249,MAS,32.0,3,1,77.4,1,EVT003376,[]
12041,JHS,11.0,2,0,25.8,1,EVT003377,[]
12056,TVC,1.0,0,0,1.0,0,EVT003378,[]
12198,PRYJ,45.0,6,1,143.4,1,EVT003379,[]
12302,PNBE,17.0,3,0,53.0,1,EVT003380,[]
12101,KGP,31.0,3,1,73.7,1,EVT003381,[]
12238,DLI,27.0,2,0,72.4,1,EVT003382,[]
12118,TVC,29.0,1,0,55.6,1,EVT003383,[]
12199,CBE,49.0,6,1,198.0,1,EVT003384,[]
12252,SBC,44.0,3,0,153.2,1,EVT003385,[]
12010,BSL,42.0,4,0,172.9,1,EVT003386,[]
12003,BCT,62.0,1,0,119.9,0,EVT003387,[]
12292,VSKP,45.0,3,0,156.9,1,EVT003388,[]
12110,BPL,26.0,5,0,112.0,1,EVT003389,[]
12154,NGP,1.0,0,0,1.0,0,EVT003390,[]
12181,GHY,40.0,1,0,77.0,0,EVT003391,[]
12041,JHS,44.0,3,0,153.2,1,EVT003392,[]
12263,UBL,47.0,4,0,195.5,1,EVT003393,[]
12157,BSP,33.0,0,0,33.0,0,EVT003394,[]
12156,PURI,37.0,4,0,150.3,1,EVT003395,[]
12026,AGC,14.0,3,0,41.9,1,EVT003396,[]
12064,COR,15.0,1,0,28.3,1,EVT003397,[]
12149,CSMT,18.0,3,0,56.7,1,EVT003398,[]
12092,JP,43.0,1,0,82.9,0,EVT003399,[]
12014,GHY,23.0,4,0,86.9,1,EVT003400,[]
12274,VSKP,12.0,2,0,29.6,0,EVT003401,[]
12264,KYN,63.0,3,1,149.7,1,EVT003402,[]
12136,BBS,13.0,2,0,32.4,1,EVT003403,[]
12033,SBC,20.0,0,0,20.0,0,EVT003404,[]
12208,PNBE,18.0,2,0,46.7,1,EVT003405,[]
12133,JBP,1.0,0,0,1.0,0,EVT003406,[]
12086,VSKP,11.0,1,0,20.5,1,EVT003407,[]
12148,JBP,67.0,6,1,256.1,1,EVT003408,[]
12180,NJP,1.0,0,0,1.0,0,EVT003409,[]
12289,HWH,1.0,0,0,1.0,0,EVT003410,[]
12219,BAM,6.0,0,0,6.0,0,EVT003411,[]
12303,ASN,25.0,0,0,25.0,0,EVT003412,[]
12162,KYN,13.0,1,0,24.4,1,EVT003413,[]
12009,MFP,46.0,0,0,46.0,0,EVT003414,[]
12118,MS,33.0,3,0,112.4,1,EVT003415,[]
12050,PURI,6.0,0,0,6.0,0,EVT003416,[]
12029,BPL,1.0,0,0,1.0,0,EVT003417,[]
12076,SBC,21.0,0,0,21.0,0,EVT003418,[]
12163,JHS,26.0,3,0,86.4,1,EVT003419,[]
12201,NJP,49.0,3,1,124.6,1,EVT003420,[]
12266,COR,53.0,5,1,216.1,1,EVT003421,[]
12316,KGP,71.0,2,0,197.9,1,EVT003422,[]
12313,NJP,7.0,0,0,7.0,0,EVT003423,[]
12112,BPL,47.0,3,1,103.2,1,EVT003424,[]
12053,PRYJ,56.0,7,1,215.1,1,EVT003425,[]
12269,SC,66.0,1,0,127.8,1,EVT003426,[]
12244,JP,1.0,0,0,1.0,0,EVT003427,[]
12095,KYN,43.0,4,1,78.8,1,EVT003428,[]
12229,NJP,37.0,2,0,100.9,1,EVT003429,[]
12143,GKP,10.0,0,0,10.0,0,EVT003430,[]
12233,MAS,4.0,0,0,4.0,0,EVT003431,[]
12209,BPL,40.0,7,1,139.0,1,EVT003432,[]
12019,NGP,44.0,8,1,224.0,1,EVT003433,[]
12256,DLI,25.0,2,0,66.7,1,EVT003434,[]
12113,MAS,77.0,8,1,435.0,1,EVT003435,[]
12196,ROU,68.0,3,0,242.2,1,EVT003436,[]
12112,BPL,35.0,3,1,58.0,1,EVT003437,[]
12153,BBS,35.0,0,0,35.0,0,EVT003438,[]
12018,BBS,15.0,0,0,15.0,0,EVT003439,[]
12119,BZA,16.0,0,0,16.0,0,EVT003440,[]
12210,JP,22.0,0,0,22.0,0,EVT003441,[]
12067,DURG,1.0,0,0,1.0,0,EVT003442,[]
12218,UBL,4.0,0,0,4.0,0,EVT003443,[]
12190,BSP,37.0,4,0,150.3,1,EVT003444,[]
12184,BWN,61.0,5,0,297.5,1,EVT003445,[]
12118,MAS,31.0,2,0,83.8,1,EVT003446,[]
12162,TPJ,17.0,5,0,64.3,1,EVT003447,[]
12006,COR,26.0,3,1,50.8,1,EVT003448,[]
12264,KYN,22.0,0,0,22.0,0,EVT003449,[]
12001,BBS,5.0,0,0,5.0,0,EVT003450,[]
12091,PRYJ,44.0,2,0,120.9,1,EVT003451,[]
12242,PRYJ,7.0,1,0,12.7,1,EVT003452,[]
12093,ROU,75.0,7,1,345.5,1,EVT003453,[]
12292,VSKP,22.0,3,0,71.5,1,EVT003454,[]
12318,COR,39.0,2,0,106.6,1,EVT003455,[]
12130,JP,53.0,3,0,186.5,1,EVT003456,[]
12227,BZA,1.0,0,0,1.0,0,EVT003457,[]
12164,BSP,4.0,0,0,4.0,0,EVT003458,[]
12137,SBC,12.0,0,0,12.0,0,EVT003459,[]
12304,MAS,1.0,0,0,1.0,0,EVT003460,[]
12219,SDAH,1.0,0,0,1.0,0,EVT003461,[]
12040,PUNE,33.0,4,1,69.7,1,EVT003462,[]
12023,DLI,66.0,8,1,321.4,1,EVT003463,[]
12066,BBS,33.0,3,1,96.3,1,EVT003464,[]
12092,JU,24.0,0,0,24.0,0,EVT003465,[]
12055,MAS,43.0,4,1,156.6,1,EVT003466,[]
12132,SC,48.0,2,0,132.3,1,EVT003467,[]
12133,JP,33.0,2,0,89.5,1,EVT003468,[]
12199,MYS,16.0,4,0,55.3,1,EVT003469,[]
12306,CSMT,18.0,1,0,34.1,1,EVT003470,[]
12251,PRYJ,24.0,2,0,63.8,1,EVT003471,[]
12100,PUNE,1.0,0,0,1.0,0,EVT003472,[]
12261,RTM,60.0,0,0,60.0,0,EVT003473,[]
12298,UBL,18.0,4,0,64.3,1,EVT003474,[]
12289,DLI,35.0,2,0,95.2,1,EVT003475,[]
12049,ADI,21.0,1,0,40.0,0,EVT003476,[]
12276,SBC,68.0,3,0,242.2,1,EVT003477,[]
12160,DURG,20.0,2,0,52.4,1,EVT003478,[]
12235,CSMT,24.0,2,0,63.8,1,EVT003479,[]
12038,KGP,25.0,2,0,66.7,1,EVT003480,[]
12128,PNBE,1.0,0,0,1.0,0,EVT003481,[]
12252,SBC,13.0,3,0,38.2,1,EVT003482,[]
12046,PRYJ,35.0,0,0,35.0,0,EVT003483,[]
12312,CBE,16.0,0,0,16.0,0,EVT003484,[]
12068,NGP,32.0,1,0,61.5,0,EVT003485,[]
12279,KGP,33.0,2,0,89.5,1,EVT003486,[]
12132,DLI,46.0,0,0,46.0,0,EVT003487,[]
12145,JP,37.0,1,0,71.2,0,EVT003488,[]
12112,NDLS,60.0,5,1,234.9,1,EVT003489,[]
12233,MS,47.0,0,0,47.0,0,EVT003490,[]
12076,SC,1.0,0,0,1.0,0,EVT003491,[]
12236,MDU,46.0,0,0,46.0,0,EVT003492,[]
12019,BSP,55.0,9,1,310.5,1,EVT003493,[]
12250,MAS,13.0,1,0,24.4,0,EVT003494,[]
12134,SDAH,33.0,4,0,132.2,1,EVT003495,[]
12052,LDH,5.0,0,0,5.0,0,EVT003496,[]
12314,COR,18.0,1,0,34.1,1,EVT003497,[]
12015,MAS,22.0,1,0,42.0,0,EVT003498,[]
12263,SBC,1.0,0,0,1.0,0,EVT003499,[]
12257,MAS,30.0,5,1,78.7,1,EVT003500,[]
12293,NGP,1.0,0,0,1.0,0,EVT003501,[]
12277,NGP,5.0,0,0,5.0,0,EVT003502,[]
12020,GKP,4.0,0,0,4.0,0,EVT003503,[]
12225,VSKP,34.0,1,0,65.3,1,EVT003504,[]
12048,ADI,99.0,2,1,114.1,1,EVT003505,[]
12080,NDLS,55.0,3,0,194.0,1,EVT003506,[]
12040,PUNE,7.0,0,0,7.0,0,EVT003507,[]
12227,BZA,69.0,5,1,248.0,1,EVT003508,[]
12311,KGP,17.0,1,0,32.2,0,EVT003509,[]
12282,BBS,2.0,0,0,2.0,0,EVT003510,[]
12317,MAS,40.0,2,0,109.4,1,EVT003511,[]
12133,JBP,12.0,0,0,12.0,0,EVT003512,[]
12293,CSMT,2.0,0,0,2.0,0,EVT003513,[]
12278,BPL,14.0,2,0,35.3,1,EVT003514,[]
12019,PNBE,1.0,0,0,1.0,0,EVT003515,[]
12157,PRYJ,2.0,0,0,2.0,0,EVT003516,[]
12269,HYB,30.0,2,0,80.9,1,EVT003517,[]
12099,ASN,30.0,0,0,30.0,0,EVT003518,[]
12117,HWH,15.0,0,0,15.0,0,EVT003519,[]
12176,JBP,21.0,2,0,55.2,1,EVT003520,[]
12276,MAS,40.0,1,0,77.0,0,EVT003521,[]
12073,PURI,1.0,0,0,1.0,0,EVT003522,[]
12287,ADI,35.0,3,0,119.8,1,EVT003523,[]
12216,BPL,1.0,0,0,1.0,0,EVT003524,[]
12057,KGP,34.0,4,1,73.4,1,EVT003525,[]
12263,UBL,1.0,0,0,1.0,0,EVT003526,[]
12037,CBE,72.0,8,1,379.7,1,EVT003527,[]
12126,UMB,50.0,4,0,209.1,1,EVT003528,[]
12007,COR,1.0,0,0,1.0,0,EVT003529,[]
12228,TVC,1.0,0,0,1.0,0,EVT003530,[]
12124,SBC,20.0,0,0,20.0,0,EVT003531,[]
12081,BBS,11.0,0,0,11.0,0,EVT003532,[]
12158,SBC,26.0,3,1,51.8,1,EVT003533,[]
12008,UBL,53.0,0,0,53.0,0,EVT003534,[]
12217,HYB,18.0,0,0,18.0,0,EVT003535,[]
12123,SUR,47.0,0,0,47.0,0,EVT003536,[]
12048,ADI,23.0,0,0,23.0,0,EVT003537,[]
12268,SUR,38.0,4,0,154.8,1,EVT003538,[]
12194,PNBE,1.0,0,0,1.0,0,EVT003539,[]
12116,KGP,42.0,2,0,115.2,1,EVT003540,[]
12118,JP,20.0,0,0,20.0,0,EVT003541,[]
12264,MAO,6.0,0,0,6.0,0,EVT003542,[]
12210,PUNE,53.0,2,0,146.5,1,EVT003543,[]
12251,PRYJ,1.0,0,0,1.0,0,EVT003544,[]
12302,SC,1.0,0,0,1.0,0,EVT003545,[]
12002,NGP,7.0,0,0,7.0,0,EVT003546,[]
