scenario_id,train_number,station_id,zone_id,initial_delay_minutes,station_degree,platform_capacity,track_congestion_index,has_rolling_stock_dependency,weather_condition,weather_severity,delay_cause,traffic_category,cascade_depth,affected_trains_count,delay_spread_minutes,cross_zone_propagation
SIM002699,12057,MAS,SR,52,9,12,0.32,1,Rain,1,Infrastructure,HIGH,4,2,592.2,0
SIM002700,12154,NGP,CR,71,7,8,1.22,0,Storm,3,Weather,HIGH,5,0,1330.5,1
SIM002701,12308,BCT,WR,5,6,7,1.02,0,Heavy Rain,2,Rolling Stock,HIGH,0,0,5.0,0
SIM002702,12302,KGP,SER,40,5,9,0.85,1,Storm,3,Signal,HIGH,3,2,319.2,1
SIM002703,12088,ERS,SR,29,3,5,0.23,1,Fog,2,Infrastructure,MEDIUM,2,0,134.8,0
SIM002704,12253,PNBE,ECR,1,7,10,0.34,1,Clear,0,Weather,HIGH,0,0,1.0,0
SIM002705,12034,SUR,CR,1,3,6,0.64,1,Clear,0,Passenger,MEDIUM,0,0,1.0,0
SIM002706,12095,KYN,CR,34,5,8,1.26,1,Clear,0,Signal,HIGH,3,2,194.2,1
SIM002707,12110,NDLS,NR,26,9,16,0.33,1,Clear,0,Rolling Stock,HIGH,2,0,80.2,1
SIM002708,12218,MAO,KR,46,3,5,0.85,1,Fog,2,Infrastructure,MEDIUM,3,2,336.7,1
SIM002709,12004,BCT,WR,24,6,7,0.3,1,Rain,1,Infrastructure,HIGH,2,0,79.1,0
SIM002710,12222,JBP,WCR,68,4,7,0.77,1,Clear,0,Operational,HIGH,5,2,1605.6,1
SIM002711,12272,MS,SR,60,2,10,0.29,0,Clear,0,Weather,MEDIUM,4,0,531.3,0
SIM002712,12317,MAS,SR,42,9,12,1.02,0,Clear,0,Rolling Stock,HIGH,3,0,286.5,0
SIM002713,12016,ADI,WR,49,6,12,0.97,1,Clear,0,Infrastructure,HIGH,4,0,401.0,1
SIM002714,12213,SC,SCR,41,7,10,1.05,1,Clear,0,Passenger,HIGH,3,2,333.3,1
SIM002715,12177,KGP,SER,79,5,9,0.53,1,Clear,0,Crew,HIGH,5,2,2106.9,1
SIM002716,12266,BPL,WCR,27,6,6,0.8,1,Clear,0,Operational,HIGH,2,0,109.6,1
SIM002717,12071,KYN,CR,1,5,8,0.57,1,Rain,1,Infrastructure,HIGH,0,0,1.0,0
SIM002718,12246,LDH,NR,30,3,6,0.48,1,Heavy Rain,2,Signal,MEDIUM,2,0,138.9,0
SIM002719,12261,HWH,ER,83,5,23,1.08,1,Rain,1,Operational,HIGH,5,2,2264.1,1
SIM002720,12317,VSKP,ECoR,2,5,8,0.72,0,Clear,0,Crew,HIGH,0,0,2.0,0
SIM002721,12022,COR,WCR,1,5,8,0.6,1,Clear,0,Infrastructure,MEDIUM,0,0,1.0,0
SIM002722,12067,BSP,SECR,38,6,8,0.93,0,Clear,0,Rolling Stock,HIGH,3,0,176.4,1
SIM002723,12252,SBC,SWR,17,4,10,1.07,1,Clear,0,Weather,HIGH,1,0,35.4,1
SIM002724,12034,SUR,CR,1,3,6,0.16,1,Clear,0,Passenger,MEDIUM,0,0,1.0,0
SIM002725,12116,ASN,ER,40,4,8,0.54,1,Clear,0,Signal,MEDIUM,3,2,313.1,1
SIM002726,12298,SBC,SWR,7,4,10,0.92,0,Clear,0,Crew,HIGH,0,0,7.0,0
SIM002727,12063,DHN,ECR,55,4,7,0.96,1,Clear,0,Passenger,MEDIUM,4,2,907.7,1
SIM002728,12098,MAS,SR,33,9,12,0.43,0,Rain,1,Operational,HIGH,2,0,136.9,0
SIM002729,12239,VSKP,ECoR,83,5,8,0.44,1,Clear,0,Passenger,HIGH,5,2,1976.3,1
SIM002730,12213,BCT,WR,11,6,7,0.98,1,Rain,1,Signal,HIGH,1,0,16.3,0
SIM002731,12111,VSKP,ECoR,49,5,8,0.88,1,Clear,0,Rolling Stock,HIGH,4,0,537.8,1
SIM002732,12298,SUR,CR,55,3,6,0.1,0,Heavy Rain,2,Rolling Stock,MEDIUM,4,0,808.3,1
SIM002733,12015,MS,SR,1,2,10,0.5,1,Storm,3,Passenger,MEDIUM,0,0,1.0,0
SIM002734,12160,PRYJ,NCR,1,6,10,1.11,0,Rain,1,Crew,HIGH,0,0,1.0,0
SIM002735,12192,ADI,WR,1,6,12,0.55,1,Clear,0,Operational,HIGH,0,0,1.0,0
SIM002736,12258,BCT,WR,49,6,7,0.87,0,Fog,2,Rolling Stock,HIGH,4,0,512.9,1
SIM002737,12199,MYS,SWR,16,2,5,1.0,1,Clear,0,Rolling Stock,MEDIUM,0,0,16.0,0
SIM002738,12065,NDLS,NR,14,9,16,1.12,0,Clear,0,Operational,HIGH,1,0,29.1,0
SIM002739,12230,JP,NWR,95,6,7,0.56,1,Storm,3,Rolling Stock,HIGH,6,0,3769.1,0
SIM002740,12028,TVC,SR,62,5,5,1.18,1,Clear,0,Crew,HIGH,4,0,846.6,0
SIM002741,12239,VSKP,ECoR,53,5,8,0.17,1,Clear,0,Operational,HIGH,4,0,575.6,1
SIM002742,12085,MLDT,ER,38,5,5,0.23,0,Clear,0,Rolling Stock,LOW,3,0,204.3,1
SIM002743,12284,VSKP,ECoR,40,5,8,0.75,0,Clear,0,Operational,HIGH,3,0,231.6,1
SIM002744,12100,NDLS,NR,24,9,16,0.66,1,Storm,3,Crew,HIGH,2,0,104.3,0
SIM002745,12009,MFP,ECR,44,3,6,0.98,0,Rain,1,Weather,MEDIUM,3,0,399.9,1
SIM002746,12118,TVC,SR,38,5,5,0.17,0,Rain,1,Weather,HIGH,3,0,254.6,0
SIM002747,12255,MAS,SR,21,9,12,0.44,1,Clear,0,Signal,HIGH,1,0,50.3,0
SIM002748,12290,NJP,NFR,8,2,6,0.65,1,Clear,0,Passenger,MEDIUM,0,0,8.0,0
SIM002749,12071,KYN,CR,43,5,8,0.58,1,Clear,0,Rolling Stock,HIGH,4,0,328.1,1
SIM002750,12268,SUR,CR,38,3,6,0.98,1,Clear,0,Operational,MEDIUM,3,2,317.1,1
SIM002751,12096,SBC,SWR,57,4,10,0.6,1,Clear,0,Passenger,HIGH,4,2,696.6,1
SIM002752,12158,SBC,SWR,40,4,10,0.81,1,Clear,0,Rolling Stock,HIGH,3,2,295.8,1
SIM002753,12278,COR,WCR,34,5,8,0.56,1,Clear,0,Rolling Stock,MEDIUM,3,0,183.8,1
SIM002754,12054,COR,WCR,36,5,8,0.69,0,Clear,0,Crew,MEDIUM,3,0,191.2,1
SIM002755,12049,GHY,NFR,19,4,6,0.29,0,Clear,0,Operational,HIGH,2,0,50.0,1
SIM002756,12232,MAS,SR,11,9,12,0.35,0,Clear,0,Infrastructure,HIGH,1,0,21.6,0
SIM002757,12039,SBC,SWR,20,4,10,0.85,0,Clear,0,Weather,HIGH,1,0,44.2,1
SIM002758,12303,SDAH,ER,45,3,20,0.85,1,Rain,1,Operational,HIGH,4,0,403.9,1
SIM002759,12040,JP,NWR,41,6,7,0.59,1,Clear,0,Infrastructure,HIGH,3,0,301.2,0
SIM002760,12202,PRYJ,NCR,75,6,10,0.95,1,Clear,0,Infrastructure,HIGH,5,2,1493.8,1
SIM002761,12255,HWH,ER,52,5,23,1.16,1,Clear,0,Signal,HIGH,4,0,620.1,1
SIM002762,12097,BSL,CR,1,3,7,0.81,1,Clear,0,Passenger,MEDIUM,0,0,1.0,0
SIM002763,12103,BZA,SCR,25,5,10,0.54,0,Clear,0,Rolling Stock,HIGH,2,0,74.7,1
SIM002764,12141,BCT,WR,32,6,7,1.25,0,Heavy Rain,2,Rolling Stock,HIGH,2,0,131.8,1
SIM002765,12055,MS,SR,43,2,10,0.54,1,Clear,0,Operational,MEDIUM,3,0,218.6,0
SIM002766,12091,MFP,ECR,40,3,6,0.52,0,Clear,0,Rolling Stock,MEDIUM,3,0,251.2,1
SIM002767,12215,COR,WCR,22,5,8,0.93,0,Clear,0,Infrastructure,MEDIUM,2,0,75.4,1
SIM002768,12161,JBP,WCR,28,4,7,0.41,1,Clear,0,Infrastructure,HIGH,2,2,135.1,1
SIM002769,12008,MAO,KR,17,3,5,0.53,0,Fog,2,Rolling Stock,MEDIUM,1,0,34.8,1
SIM002770,12265,MDU,SR,70,4,6,0.18,1,Clear,0,Infrastructure,MEDIUM,5,2,1769.2,0
SIM002771,12142,TATA,SER,40,2,6,0.99,1,Rain,1,Rolling Stock,MEDIUM,3,0,173.9,1
SIM002772,12290,NJP,NFR,9,2,6,0.93,1,Fog,2,Passenger,MEDIUM,0,0,9.0,0
SIM002773,12217,MAS,SR,32,9,12,0.95,1,Rain,1,Weather,HIGH,2,2,162.5,0
SIM002774,12192,GHY,NFR,14,4,6,0.69,1,Clear,0,Infrastructure,HIGH,1,0,27.1,1
SIM002775,12286,JP,NWR,31,6,7,0.85,0,Fog,2,Signal,HIGH,2,0,117.6,0
SIM002776,12101,PNBE,ECR,60,7,10,1.24,1,Heavy Rain,2,Weather,HIGH,4,2,806.0,1
SIM002777,12096,JHS,NCR,42,3,7,0.25,1,Clear,0,Rolling Stock,MEDIUM,3,0,284.5,1
SIM002778,12224,NJP,NFR,1,2,6,0.41,0,Storm,3,Rolling Stock,MEDIUM,0,0,1.0,0
SIM002779,12072,ADI,WR,12,6,12,1.06,0,Clear,0,Passenger,HIGH,0,0,12.0,0
SIM002780,12155,DLI,NR,4,3,10,0.25,1,Storm,3,Rolling Stock,HIGH,0,0,4.0,0
SIM002781,12289,CSMT,CR,39,8,18,0.46,1,Clear,0,Rolling Stock,HIGH,3,2,330.5,1
SIM002782,12108,MAS,SR,1,9,12,0.61,1,Clear,0,Operational,HIGH,0,0,1.0,0
SIM002783,12161,JBP,WCR,28,4,7,1.23,1,Clear,0,Infrastructure,HIGH,2,2,107.6,1
SIM002784,12031,LDH,NR,1,3,6,0.33,0,Clear,0,Rolling Stock,MEDIUM,0,0,1.0,0
SIM002785,12162,KYN,CR,6,5,8,0.32,1,Clear,0,Crew,HIGH,0,0,6.0,0
SIM002786,12186,ASN,ER,36,4,8,0.62,1,Fog,2,Crew,MEDIUM,3,0,267.0,1
SIM002787,12260,AGC,NCR,36,2,6,0.86,0,Fog,2,Operational,MEDIUM,2,0,110.0,1
SIM002788,12261,RTM,WR,44,4,6,0.68,1,Clear,0,Weather,MEDIUM,3,0,322.6,1
SIM002789,12159,JP,NWR,3,6,7,0.28,1,Clear,0,Operational,HIGH,0,0,3.0,0
SIM002790,12235,HYB,SCR,41,1,6,0.31,1,Clear,0,Infrastructure,MEDIUM,3,0,135.4,1
SIM002791,12265,TATA,SER,9,2,6,0.38,1,Clear,0,Crew,MEDIUM,0,0,9.0,0
SIM002792,12318,COR,WCR,67,5,8,0.46,0,Clear,0,Rolling Stock,MEDIUM,5,0,1105.4,1
SIM002793,12295,ASN,ER,34,4,8,0.36,1,Fog,2,Infrastructure,MEDIUM,3,0,186.5,1
SIM002794,12136,VSKP,ECoR,24,5,8,0.73,1,Clear,0,Infrastructure,HIGH,2,0,70.9,1
SIM002795,12288,ST,WR,38,3,5,0.29,0,Clear,0,Operational,MEDIUM,3,0,231.7,1
SIM002796,12204,ROU,SER,41,3,5,0.24,1,Clear,0,Rolling Stock,LOW,3,0,269.8,1
SIM002797,12182,RTM,WR,53,4,6,0.31,1,Clear,0,Infrastructure,MEDIUM,4,0,624.1,1
SIM002798,12265,KGP,SER,14,5,9,0.85,1,Rain,1,Operational,HIGH,1,0,22.1,0
SIM002799,12294,DHN,ECR,28,4,7,0.63,0,Clear,0,Crew,MEDIUM,2,0,111.6,1
SIM002800,12119,BZA,SCR,6,5,10,0.23,1,Clear,0,Operational,HIGH,0,0,6.0,0
SIM002801,12051,JBP,WCR,29,4,7,0.13,1,Clear,0,Rolling Stock,HIGH,2,0,127.5,1
SIM002802,12066,BBS,ECoR,3,6,6,0.29,1,Clear,0,Signal,HIGH,0,0,3.0,0
SIM002803,12054,COR,WCR,48,5,8,0.37,0,Fog,2,Weather,MEDIUM,4,0,539.6,1
SIM002804,12084,NGP,CR,17,7,8,0.14,1,Clear,0,Crew,HIGH,1,0,39.0,1
SIM002805,12230,TVC,SR,1,5,5,0.89,1,Rain,1,Crew,HIGH,0,0,1.0,0
SIM002806,12208,ASN,ER,1,4,8,0.81,1,Clear,0,Rolling Stock,MEDIUM,0,0,1.0,0
SIM002807,12169,MFP,ECR,4,3,6,0.56,0,Storm,3,Operational,MEDIUM,0,0,4.0,0
SIM002808,12138,ERS,SR,84,3,5,0.79,1,Clear,0,Operational,MEDIUM,5,0,2215.0,0
SIM002809,12319,ASN,ER,1,4,8,0.59,0,Clear,0,Weather,MEDIUM,0,0,1.0,0
SIM002810,12233,MS,SR,47,2,10,0.97,0,Clear,0,Infrastructure,MEDIUM,3,0,307.4,0
SIM002811,12266,BPL,WCR,1,6,6,0.4,1,Clear,0,Weather,HIGH,0,0,1.0,0
SIM002812,12088,ERS,SR,29,3,5,0.15,1,Fog,2,Infrastructure,MEDIUM,2,0,133.6,0
SIM002813,12112,NDLS,NR,1,9,16,0.49,1,Clear,0,Passenger,HIGH,0,0,1.0,0
SIM002814,12191,COR,WCR,47,5,8,0.56,0,Clear,0,Rolling Stock,MEDIUM,3,0,363.3,1
SIM002815,12014,GHY,NFR,16,4,6,0.68,0,Clear,0,Rolling Stock,HIGH,1,0,29.9,0
SIM002816,12108,VSKP,ECoR,28,5,8,0.87,1,Storm,3,Infrastructure,HIGH,2,0,109.9,1
SIM002817,12151,HYB,SCR,1,1,6,0.51,0,Clear,0,Crew,MEDIUM,0,0,1.0,0
SIM002818,12135,PRYJ,NCR,58,6,10,0.99,1,Clear,0,Weather,HIGH,4,2,741.0,1
SIM002819,12215,BPL,WCR,37,6,6,0.54,0,Clear,0,Crew,HIGH,3,0,190.7,1
SIM002820,12034,SC,SCR,31,7,10,0.98,1,Clear,0,Operational,HIGH,2,0,127.9,1
SIM002821,12126,DLI,NR,16,3,10,0.47,1,Clear,0,Operational,HIGH,1,0,31.7,1
SIM002822,12160,BSP,SECR,46,6,8,0.36,0,Clear,0,Operational,HIGH,3,0,353.0,1
SIM002823,12277,NGP,CR,1,7,8,0.26,0,Rain,1,Infrastructure,HIGH,0,0,1.0,0
SIM002824,12110,BPL,WCR,24,6,6,0.55,1,Clear,0,Rolling Stock,HIGH,1,0,52.9,1
SIM002825,12176,JBP,WCR,30,4,7,0.33,1,Clear,0,Infrastructure,HIGH,2,0,138.6,1
SIM002826,12132,SC,SCR,10,7,10,0.57,1,Clear,0,Operational,HIGH,0,0,10.0,0
SIM002827,12255,MAS,SR,26,9,12,1.04,1,Clear,0,Signal,HIGH,2,0,116.1,0
SIM002828,12231,GHY,NFR,54,4,6,0.45,1,Clear,0,Passenger,HIGH,4,2,530.5,1
SIM002829,12156,NDLS,NR,72,9,16,0.23,0,Clear,0,Weather,HIGH,5,0,1450.5,1
SIM002830,12267,GHY,NFR,1,4,6,1.0,0,Clear,0,Weather,HIGH,0,0,1.0,0
SIM002831,12045,CSMT,CR,66,8,18,0.5,0,Clear,0,Signal,HIGH,5,0,1038.8,1
SIM002832,12231,MLDT,ER,56,5,5,0.61,1,Clear,0,Operational,LOW,4,2,862.8,1
SIM002833,12251,BSP,SECR,13,6,8,1.04,0,Clear,0,Operational,HIGH,1,0,26.0,1
SIM002834,12217,HYB,SCR,30,1,6,0.64,1,Clear,0,Infrastructure,MEDIUM,2,2,61.9,0
SIM002835,12139,CTC,ECoR,1,1,6,0.63,1,Clear,0,Passenger,MEDIUM,0,0,1.0,0
SIM002836,12121,PUNE,CR,32,5,6,0.37,0,Clear,0,Signal,HIGH,2,0,163.8,1
SIM002837,12222,JBP,WCR,68,4,7,1.27,1,Clear,0,Operational,HIGH,5,2,1516.4,1
SIM002838,12269,HYB,SCR,8,1,6,0.8,0,Clear,0,Rolling Stock,MEDIUM,0,0,8.0,0
SIM002839,12144,MAS,SR,51,9,12,0.36,1,Heavy Rain,2,Operational,HIGH,4,2,657.4,0
SIM002840,12034,SUR,CR,41,3,6,0.57,1,Rain,1,Weather,MEDIUM,3,0,306.6,1
SIM002841,12259,PRYJ,NCR,15,6,10,0.78,1,Clear,0,Crew,HIGH,1,0,39.8,1
SIM002842,12186,ASN,ER,33,4,8,0.6,1,Clear,0,Infrastructure,MEDIUM,3,0,191.7,1
SIM002843,12150,R,SECR,56,3,7,0.97,0,Clear,0,Signal,MEDIUM,4,0,683.7,1
SIM002844,12242,BZA,SCR,40,5,10,0.47,1,Heavy Rain,2,Operational,HIGH,3,0,308.7,1
SIM002845,12072,ADI,WR,31,6,12,0.59,0,Clear,0,Operational,HIGH,3,0,159.8,1
SIM002846,12036,KGP,SER,37,5,9,0.22,1,Clear,0,Operational,HIGH,3,0,220.3,1
SIM002847,12011,NJP,NFR,55,2,6,0.14,0,Clear,0,Passenger,MEDIUM,3,0,331.3,1
SIM002848,12312,BCT,WR,1,6,7,0.92,0,Clear,0,Infrastructure,HIGH,0,0,1.0,0
SIM002849,12306,DLI,NR,48,3,10,1.02,0,Clear,0,Weather,HIGH,4,0,563.0,1
SIM002850,12231,ADI,WR,17,6,12,1.21,1,Fog,2,Signal,HIGH,1,0,40.2,0
SIM002851,12009,PNBE,ECR,39,7,10,0.23,0,Clear,0,Signal,HIGH,3,0,250.7,1
SIM002852,12140,HYB,SCR,28,1,6,0.14,1,Clear,0,Operational,MEDIUM,2,0,57.5,0
SIM002853,12151,HYB,SCR,74,1,6,0.42,0,Clear,0,Signal,MEDIUM,5,0,454.4,1
SIM002854,12113,AGC,NCR,42,2,6,0.98,1,Clear,0,Weather,MEDIUM,3,0,235.7,1
SIM002855,12292,SC,SCR,28,7,10,0.46,0,Clear,0,Passenger,HIGH,2,0,115.1,1
SIM002856,12181,GHY,NFR,40,4,6,1.03,1,Clear,0,Passenger,HIGH,3,0,220.4,1
SIM002857,12029,ADI,WR,55,6,12,0.2,0,Clear,0,Operational,HIGH,4,0,665.3,1
SIM002858,12039,MYS,SWR,31,2,5,0.1,0,Rain,1,Operational,MEDIUM,2,0,104.8,1
SIM002859,12078,SC,SCR,33,7,10,0.59,1,Fog,2,Rolling Stock,HIGH,3,2,163.3,1
SIM002860,12130,BBS,ECoR,1,6,6,1.09,0,Clear,0,Signal,HIGH,0,0,1.0,0
SIM002861,12230,TVC,SR,20,5,5,0.16,1,Fog,2,Rolling Stock,HIGH,1,0,52.3,0
SIM002862,12113,MAS,SR,1,9,12,1.17,1,Heavy Rain,2,Rolling Stock,HIGH,0,0,1.0,0
SIM002863,12178,BWN,ER,1,3,6,0.34,1,Storm,3,Signal,MEDIUM,0,0,1.0,0
SIM002864,12149,CSMT,CR,25,8,18,1.28,1,Clear,0,Signal,HIGH,2,0,78.6,0
SIM002865,12181,NJP,NFR,4,2,6,0.89,1,Clear,0,Weather,MEDIUM,0,0,4.0,0
SIM002866,12130,KYN,CR,68,5,8,0.51,0,Clear,0,Operational,HIGH,5,0,1045.3,1
SIM002867,12136,CSMT,CR,79,8,18,0.46,1,Fog,2,Crew,HIGH,5,2,2075.5,1
SIM002868,12142,TATA,SER,40,2,6,0.21,1,Rain,1,Rolling Stock,MEDIUM,2,0,147.0,1
SIM002869,12191,MDU,SR,87,4,6,0.13,0,Clear,0,Rolling Stock,MEDIUM,6,0,2443.1,0
SIM002870,12025,JP,NWR,49,6,7,0.88,1,Clear,0,Operational,HIGH,4,2,616.1,0
SIM002871,12308,MLDT,ER,25,5,5,0.62,0,Clear,0,Crew,LOW,2,0,91.5,1
SIM002872,12072,BWN,ER,16,3,6,0.3,0,Heavy Rain,2,Rolling Stock,MEDIUM,1,0,29.4,0
SIM002873,12246,NDLS,NR,1,9,16,0.85,1,Clear,0,Crew,HIGH,0,0,1.0,0
SIM002874,12285,GHY,NFR,69,4,6,0.32,1,Clear,0,Weather,HIGH,5,0,900.4,1
SIM002875,12090,SBC,SWR,29,4,10,0.95,1,Clear,0,Rolling Stock,HIGH,2,0,141.6,1
SIM002876,12056,JP,NWR,31,6,7,0.27,0,Clear,0,Weather,HIGH,3,0,150.8,0
SIM002877,12310,BPL,WCR,1,6,6,1.24,1,Clear,0,Passenger,HIGH,0,0,1.0,0
SIM002878,12052,LDH,NR,80,3,6,0.85,1,Clear,0,Passenger,MEDIUM,5,2,2139.6,1
SIM002879,12070,JU,NWR,4,3,6,0.9,1,Clear,0,Signal,MEDIUM,0,0,4.0,0
SIM002880,12272,VSKP,ECoR,59,5,8,0.29,0,Storm,3,Passenger,HIGH,4,0,669.2,1
SIM002881,12070,JU,NWR,4,3,6,0.13,1,Clear,0,Signal,MEDIUM,0,0,4.0,0
SIM002882,12130,JP,NWR,56,6,7,0.21,0,Clear,0,Crew,HIGH,4,0,737.9,0
SIM002883,12117,HWH,ER,22,5,23,0.43,1,Clear,0,Weather,HIGH,2,2,75.2,0
SIM002884,12311,KGP,SER,17,5,9,0.5,0,Clear,0,Passenger,HIGH,1,0,29.1,1
SIM002885,12053,DHN,ECR,51,4,7,0.22,1,Heavy Rain,2,Infrastructure,MEDIUM,4,0,512.5,1
SIM002886,12135,BSP,SECR,36,6,8,0.68,1,Clear,0,Weather,HIGH,3,2,195.0,1
SIM002887,12301,NDLS,NR,12,9,16,1.23,1,Clear,0,Operational,HIGH,0,0,12.0,0
SIM002888,12072,GHY,NFR,14,4,6,0.96,0,Clear,0,Signal,HIGH,1,0,27.0,1
SIM002889,12106,ERS,SR,36,3,5,0.99,1,Clear,0,Operational,MEDIUM,3,2,204.6,0
SIM002890,12261,NDLS,NR,21,9,16,0.4,1,Heavy Rain,2,Weather,HIGH,2,0,56.5,0
SIM002891,12024,SBC,SWR,44,4,10,1.09,1,Clear,0,Operational,HIGH,4,2,397.3,1
SIM002892,12011,NJP,NFR,69,2,6,0.67,0,Clear,0,Infrastructure,MEDIUM,5,0,686.1,1
SIM002893,12197,MS,SR,1,2,10,0.12,1,Clear,0,Infrastructure,MEDIUM,0,0,1.0,0
SIM002894,12017,LDH,NR,69,3,6,0.76,0,Clear,0,Operational,MEDIUM,5,0,1711.2,1
SIM002895,12216,BPL,WCR,29,6,6,1.01,1,Rain,1,Crew,HIGH,2,2,139.5,1
SIM002896,12030,CTC,ECoR,1,1,6,0.45,0,Clear,0,Signal,MEDIUM,0,0,1.0,0
SIM002897,12068,CSMT,CR,46,8,18,1.09,1,Clear,0,Rolling Stock,HIGH,4,0,488.8,1
SIM002898,12016,SUR,CR,25,3,6,0.23,1,Storm,3,Crew,MEDIUM,2,0,100.2,1
SIM002899,12113,AGC,NCR,58,2,6,0.49,1,Clear,0,Weather,MEDIUM,4,0,420.4,1
SIM002900,12167,NGP,CR,34,7,8,0.42,0,Clear,0,Signal,HIGH,3,0,180.5,1
SIM002901,12184,KGP,SER,1,5,9,1.03,1,Clear,0,Operational,HIGH,0,0,1.0,0
SIM002902,12100,PUNE,CR,1,5,6,1.18,1,Clear,0,Signal,HIGH,0,0,1.0,0
SIM002903,12113,CBE,SR,56,5,6,0.82,1,Fog,2,Rolling Stock,MEDIUM,4,0,764.0,0
SIM002904,12167,ST,WR,5,3,5,0.92,0,Clear,0,Operational,MEDIUM,0,0,5.0,0
SIM002905,12103,VSKP,ECoR,81,5,8,0.57,0,Clear,0,Operational,HIGH,5,0,1753.2,1
SIM002906,12253,PNBE,ECR,59,7,10,0.34,1,Clear,0,Operational,HIGH,4,2,981.2,1
SIM002907,12248,MLDT,ER,14,5,5,0.19,1,Storm,3,Infrastructure,LOW,1,0,26.8,0
SIM002908,12268,SUR,CR,22,3,6,0.77,1,Clear,0,Crew,MEDIUM,1,2,58.9,0
SIM002909,12106,ERS,SR,52,3,5,0.44,1,Rain,1,Weather,MEDIUM,4,2,537.5,0
SIM002910,12031,UMB,NR,61,3,8,0.18,0,Heavy Rain,2,Passenger,MEDIUM,4,0,856.5,1
SIM002911,12154,NGP,CR,64,7,8,0.91,0,Clear,0,Operational,HIGH,4,0,918.5,1
SIM002912,12182,COR,WCR,1,5,8,0.4,1,Clear,0,Rolling Stock,MEDIUM,0,0,1.0,0
SIM002913,12285,JBP,WCR,49,4,7,0.34,1,Clear,0,Weather,HIGH,4,0,457.8,1
SIM002914,12047,GHY,NFR,14,4,6,0.69,1,Rain,1,Weather,HIGH,1,0,21.0,0
SIM002915,12007,JP,NWR,83,6,7,0.26,1,Clear,0,Rolling Stock,HIGH,5,0,2137.9,0
SIM002916,12290,KGP,SER,1,5,9,1.13,1,Clear,0,Weather,HIGH,0,0,1.0,0
SIM002917,12011,MLDT,ER,31,5,5,0.23,0,Clear,0,Passenger,LOW,2,0,155.2,1
SIM002918,12185,RTM,WR,30,4,6,0.19,1,Rain,1,Signal,MEDIUM,2,0,110.4,1
SIM002919,12266,NDLS,NR,37,9,16,0.56,1,Clear,0,Weather,HIGH,3,0,217.6,1
SIM002920,12224,JP,NWR,2,6,7,0.15,0,Clear,0,Crew,HIGH,0,0,2.0,0
SIM002921,12210,JP,NWR,1,6,7,0.2,1,Fog,2,Rolling Stock,HIGH,0,0,1.0,0
SIM002922,12214,BBS,ECoR,7,6,6,0.74,1,Rain,1,Operational,HIGH,0,0,7.0,0
SIM002923,12074,SC,SCR,23,7,10,0.31,1,Rain,1,Signal,HIGH,2,2,69.6,0
SIM002924,12035,UBL,SWR,71,3,6,0.74,0,Clear,0,Weather,MEDIUM,5,0,1175.9,1
SIM002925,12218,MYS,SWR,53,2,5,0.12,1,Rain,1,Infrastructure,MEDIUM,4,2,499.0,1
SIM002926,12119,BZA,SCR,3,5,10,1.11,1,Clear,0,Signal,HIGH,0,0,3.0,0
SIM002927,12197,SBC,SWR,23,4,10,1.18,1,Clear,0,Signal,HIGH,1,0,53.6,1
SIM002928,12141,NGP,CR,32,7,8,0.82,0,Rain,1,Infrastructure,HIGH,2,0,130.1,1
SIM002929,12303,SDAH,ER,50,3,20,0.41,1,Rain,1,Passenger,HIGH,4,0,527.2,1
SIM002930,12130,KYN,CR,10,5,8,0.2,0,Clear,0,Signal,HIGH,0,0,10.0,0
SIM002931,12086,VSKP,ECoR,49,5,8,0.16,0,Clear,0,Rolling Stock,HIGH,4,0,526.5,1
SIM002932,12226,SUR,CR,19,3,6,0.64,1,Clear,0,Weather,MEDIUM,2,0,64.0,0
SIM002933,12155,DLI,NR,55,3,10,0.64,1,Clear,0,Passenger,HIGH,4,0,663.4,1
SIM002934,12207,CSMT,CR,57,8,18,0.31,0,Rain,1,Passenger,HIGH,4,0,773.6,1
SIM002935,12252,SBC,SWR,44,4,10,1.2,1,Clear,0,Operational,HIGH,3,0,308.0,1
SIM002936,12166,NGP,CR,29,7,8,0.75,1,Clear,0,Passenger,HIGH,2,0,161.9,1
SIM002937,12220,MAS,SR,44,9,12,0.82,1,Clear,0,Signal,HIGH,3,2,358.1,0
SIM002938,12140,SC,SCR,42,7,10,0.36,1,Clear,0,Infrastructure,HIGH,3,2,220.2,1
SIM002939,12148,JBP,WCR,17,4,7,0.98,1,Heavy Rain,2,Passenger,HIGH,1,0,31.6,0
SIM002940,12116,ASN,ER,40,4,8,0.12,1,Clear,0,Signal,MEDIUM,3,2,355.0,1
SIM002941,12096,BPL,WCR,19,6,6,0.93,1,Clear,0,Signal,HIGH,1,0,49.6,1
SIM002942,12217,HYB,SCR,30,1,6,0.8,1,Clear,0,Infrastructure,MEDIUM,2,2,75.7,0
SIM002943,12281,UMB,NR,1,3,8,0.92,1,Clear,0,Infrastructure,MEDIUM,0,0,1.0,0
SIM002944,12040,JP,NWR,65,6,7,1.27,1,Storm,3,Operational,HIGH,4,0,1274.4,0
SIM002945,12304,UBL,SWR,46,3,6,0.15,1,Clear,0,Weather,MEDIUM,4,2,404.9,1
SIM002946,12277,ASR,NR,1,4,6,0.84,0,Clear,0,Signal,MEDIUM,0,0,1.0,0
