route_id,train_number,sequence_no,station_id,distance_from_origin_km,scheduled_arrival,scheduled_departure,halt_minutes
12224_06,12224,6,GHY,3666.9,03:40,03:42,2
12224_07,12224,7,NJP,4000.8,12:01,12:01,0
12225_01,12225,1,ASR,0.0,14:45,14:45,0
12225_02,12225,2,NDLS,401.9,18:58,19:00,2
12225_03,12225,3,VSKP,1765.5,09:20,09:22,2
12225_04,12225,4,MAS,2375.0,15:45,15:45,0
12226_01,12226,1,NGP,0.0,09:00,09:00,0
12226_02,12226,2,SUR,512.0,17:31,17:33,2
12226_03,12226,3,BSL,888.6,23:48,23:48,0
12227_01,12227,1,BZA,0.0,02:45,02:45,0
12227_02,12227,2,BPL,822.3,21:01,21:01,0
12228_01,12228,1,JP,0.0,23:00,23:00,0
12228_02,12228,2,TVC,2053.2,02:22,02:22,0
12229_01,12229,1,NJP,0.0,06:30,06:30,0
12229_02,12229,2,GHY,334.0,10:57,10:59,2
12229_03,12229,3,ADI,2301.2,13:10,13:10,0
12230_01,12230,1,ERS,0.0,01:45,01:45,0
12230_02,12230,2,TVC,180.6,04:09,04:11,2
12230_03,12230,3,JP,2233.8,07:32,07:34,2
12230_04,12230,4,JU,2517.4,11:18,11:18,0
12231_01,12231,1,HWH,0.0,10:00,10:00,0
12231_02,12231,2,MLDT,271.7,16:02,16:04,2
12231_03,12231,3,NJP,460.2,20:13,20:15,2
12231_04,12231,4,GHY,794.1,03:38,03:40,2
12231_05,12231,5,ADI,2761.4,23:21,23:21,0
12232_01,12232,1,MAS,0.0,07:45,07:45,0
12232_02,12232,2,SC,520.0,16:24,16:26,2
12232_03,12232,3,BZA,767.0,20:32,20:32,0
12233_01,12233,1,NJP,0.0,05:30,05:30,0
12233_02,12233,2,MLDT,188.4,08:00,08:02,2
12233_03,12233,3,HWH,460.2,11:38,11:40,2
12233_04,12233,4,KGP,569.1,13:05,13:07,2
12233_05,12233,5,MAS,1839.1,06:01,06:03,2
12233_06,12233,6,MS,1841.0,06:02,06:02,0
12234_01,12234,1,PRYJ,0.0,10:00,10:00,0
12234_02,12234,2,NDLS,580.3,19:40,19:40,0
12235_01,12235,1,BCT,0.0,02:30,02:30,0
12235_02,12235,2,NGP,698.1,19:57,19:59,2
12235_03,12235,3,CSMT,1396.0,13:23,13:25,2
12235_04,12235,4,SC,2017.4,04:56,04:58,2
12235_05,12235,5,HYB,2023.4,05:05,05:05,0
12236_01,12236,1,HWH,0.0,09:30,09:30,0
12236_02,12236,2,KGP,108.9,12:13,12:15,2
12236_03,12236,3,MAS,1379.0,19:58,20:00,2
12236_04,12236,4,MDU,1801.4,06:32,06:32,0
12237_01,12237,1,TATA,0.0,19:15,19:15,0
12237_02,12237,2,ROU,148.9,22:58,23:00,2
12237_03,12237,3,BSP,429.2,05:58,06:00,2
12237_04,12237,4,JBP,685.9,12:23,12:23,0
12238_01,12238,1,LDH,0.0,04:30,04:30,0
12238_02,12238,2,NDLS,283.4,08:16,08:18,2
12238_03,12238,3,DLI,285.5,08:18,08:20,2
12238_04,12238,4,CSMT,1454.8,23:53,23:55,2
12238_05,12238,5,KYN,1501.0,00:30,00:30,0
12239_01,12239,1,DLI,0.0,12:15,12:15,0
12239_02,12239,2,NDLS,2.1,12:18,12:20,2
12239_03,12239,3,VSKP,1365.6,22:23,22:25,2
12239_04,12239,4,BZA,1681.1,06:16,06:16,0
12240_01,12240,1,ERS,0.0,09:45,09:45,0
12240_02,12240,2,MAS,555.6,22:05,22:07,2
12240_03,12240,3,KGP,1825.7,02:19,02:19,0
12241_01,12241,1,BZA,0.0,04:00,04:00,0
12241_02,12241,2,VSKP,315.5,09:15,09:17,2
12241_03,12241,3,BBS,703.9,15:43,15:45,2
12241_04,12241,4,BCT,2074.1,14:34,14:34,0
12242_01,12242,1,BZA,0.0,11:00,11:00,0
12242_02,12242,2,PUNE,749.0,20:59,21:01,2
12242_03,12242,3,PRYJ,1874.9,11:59,12:01,2
12242_04,12242,4,BSP,2250.6,17:00,17:00,0
12243_01,12243,1,PRYJ,0.0,06:30,06:30,0
12243_02,12243,2,NDLS,580.3,16:10,16:12,2
12243_03,12243,3,DLI,582.4,16:12,16:12,0
12244_01,12244,1,MYS,0.0,04:15,04:15,0
12244_02,12244,2,UBL,376.4,10:31,10:33,2
12244_03,12244,3,MAO,501.7,12:36,12:38,2
12244_04,12244,4,KYN,940.3,19:55,19:57,2
12244_05,12244,5,JP,1835.8,10:50,10:52,2
12244_06,12244,6,AII,1960.9,12:55,12:55,0
12245_01,12245,1,SUR,0.0,03:00,03:00,0
12245_02,12245,2,NGP,512.0,17:37,17:39,2
12245_03,12245,3,DLI,1367.6,18:04,18:06,2
12245_04,12245,4,NDLS,1369.7,18:08,18:08,0
12246_01,12246,1,BSP,0.0,19:15,19:15,0
12246_02,12246,2,PRYJ,375.7,03:35,03:37,2
12246_03,12246,3,NDLS,956.0,16:29,16:31,2
12246_04,12246,4,LDH,1239.4,22:47,22:47,0
12247_01,12247,1,ERS,0.0,05:15,05:15,0
12247_02,12247,2,MAS,555.6,14:30,14:32,2
12247_03,12247,3,VSKP,1165.2,00:40,00:42,2
12247_04,12247,4,NDLS,2528.8,23:23,23:25,2
12247_05,12247,5,PRYJ,3109.1,09:04,09:06,2
12247_06,12247,6,AGC,3538.5,16:13,16:13,0
12248_01,12248,1,TATA,0.0,11:15,11:15,0
12248_02,12248,2,KGP,127.8,12:40,12:42,2
12248_03,12248,3,HWH,236.7,13:52,13:54,2
12248_04,12248,4,MLDT,508.4,16:53,16:55,2
12248_05,12248,5,NJP,696.9,18:59,18:59,0
12249_01,12249,1,NJP,0.0,23:45,23:45,0
12249_02,12249,2,MLDT,188.4,02:53,02:55,2
12249_03,12249,3,HWH,460.2,07:25,07:27,2
12249_04,12249,4,KGP,569.1,09:14,09:16,2
12249_05,12249,5,MAS,1839.1,06:24,06:26,2
12249_06,12249,6,SC,2359.1,15:04,15:04,0
12250_01,12250,1,BBS,0.0,15:15,15:15,0
12250_02,12250,2,VSKP,388.4,21:43,21:45,2
12250_03,12250,3,MAS,998.0,07:53,07:55,2
12250_04,12250,4,TPJ,1304.8,12:59,12:59,0
12251_01,12251,1,PRYJ,0.0,14:45,14:45,0
12251_02,12251,2,BSP,375.7,23:05,23:07,2
12251_03,12251,3,R,482.9,01:28,01:28,0
12252_01,12252,1,MYS,0.0,16:45,16:45,0
12252_02,12252,2,SBC,124.2,20:17,20:19,2
12252_03,12252,3,BPL,1268.7,04:59,05:01,2
12252_04,12252,4,COR,1532.3,12:31,12:33,2
12252_05,12252,5,NDLS,1940.1,00:10,00:10,0
12253_01,12253,1,PNBE,0.0,19:15,19:15,0
12253_02,12253,2,GKP,217.7,22:52,22:54,2
12253_03,12253,3,GHY,1052.4,12:47,12:49,2
12253_04,12253,4,ADI,3019.7,21:34,21:36,2
12253_05,12253,5,ST,3224.5,00:59,00:59,0
12254_01,12254,1,BPL,0.0,15:30,15:30,0
12254_02,12254,2,NGP,292.4,18:34,18:36,2
12254_03,12254,3,BCT,990.5,01:55,01:57,2
12254_04,12254,4,BBS,2360.7,16:20,16:22,2
12254_05,12254,5,CTC,2383.2,16:35,16:35,0
12255_01,12255,1,MDU,0.0,16:00,16:00,0
12255_02,12255,2,MAS,422.4,02:33,02:35,2
12255_03,12255,3,KGP,1692.5,10:18,10:20,2
12255_04,12255,4,HWH,1801.4,13:02,13:02,0
12256_01,12256,1,NDLS,0.0,08:45,08:45,0
12256_02,12256,2,DLI,2.1,08:48,08:50,2
12256_03,12256,3,CSMT,1171.4,18:13,18:15,2
12256_04,12256,4,KYN,1217.6,19:32,19:32,0
12257_01,12257,1,MAO,0.0,13:00,13:00,0
12257_02,12257,2,UBL,125.2,15:05,15:07,2
12257_03,12257,3,SBC,498.3,21:18,21:20,2
12257_04,12257,4,SC,1003.9,05:43,05:45,2
12257_05,12257,5,MAS,1523.9,14:23,14:23,0
12258_01,12258,1,BBS,0.0,11:00,11:00,0
12258_02,12258,2,BCT,1370.2,05:16,05:18,2
12258_03,12258,3,ST,1617.8,08:34,08:34,0
12259_01,12259,1,GKP,0.0,11:15,11:15,0
12259_02,12259,2,PNBE,217.7,14:52,14:54,2
12259_03,12259,3,PRYJ,547.6,20:22,20:24,2
12259_04,12259,4,PUNE,1673.5,15:08,15:10,2
12259_05,12259,5,DD,1748.4,16:23,16:25,2
12259_06,12259,6,BSL,2061.7,21:36,21:36,0
12260_01,12260,1,AGC,0.0,00:30,00:30,0
12260_02,12260,2,PRYJ,429.4,07:39,07:41,2
12260_03,12260,3,PUNE,1555.3,02:25,02:27,2
12260_04,12260,4,KYN,1666.5,04:16,04:16,0
12261_01,12261,1,HWH,0.0,10:15,10:15,0
12261_02,12261,2,SDAH,3.1,10:19,10:21,2
12261_03,12261,3,NDLS,1308.5,18:57,18:59,2
12261_04,12261,4,COR,1716.3,05:09,05:11,2
12261_05,12261,5,RTM,1938.4,10:42,10:42,0
12262_01,12262,1,ASN,0.0,15:15,15:15,0
12262_02,12262,2,HWH,187.1,18:22,18:24,2
12262_03,12262,3,SDAH,190.2,18:25,18:27,2
12262_04,12262,4,NDLS,1495.6,16:10,16:12,2
12262_05,12262,5,DLI,1497.7,16:12,16:14,2
12262_06,12262,6,NGP,2353.3,06:28,06:28,0
12263_01,12263,1,UBL,0.0,19:00,19:00,0
12263_02,12263,2,SBC,373.1,23:58,00:00,2
12263_03,12263,3,SC,878.7,06:42,06:44,2
12263_04,12263,4,MAS,1398.6,13:38,13:40,2
12263_05,12263,5,KGP,2668.7,06:34,06:34,0
12264_01,12264,1,MAO,0.0,06:15,06:15,0
12264_02,12264,2,KYN,438.6,11:07,11:07,0
12265_01,12265,1,MDU,0.0,13:00,13:00,0
12265_02,12265,2,MAS,422.4,23:33,23:35,2
12265_03,12265,3,KGP,1692.5,07:18,07:20,2
12265_04,12265,4,TATA,1820.3,10:30,10:30,0
12266_01,12266,1,MYS,0.0,03:00,03:00,0
12266_02,12266,2,SBC,124.2,05:04,05:06,2
12266_03,12266,3,BPL,1268.7,00:08,00:10,2
12266_04,12266,4,COR,1532.3,04:32,04:34,2
12266_05,12266,5,NDLS,1940.1,11:20,11:20,0
12267_01,12267,1,PURI,0.0,19:45,19:45,0
12267_02,12267,2,BBS,51.1,21:01,21:03,2
12267_03,12267,3,BCT,1421.3,07:16,07:18,2
12267_04,12267,4,ADI,1872.7,18:34,18:36,2
12267_05,12267,5,GHY,3840.0,19:44,19:46,2
12267_06,12267,6,GKP,4674.7,16:37,16:37,0
12268_01,12268,1,SUR,0.0,15:00,15:00,0
12268_02,12268,2,NGP,512.0,05:37,05:39,2
12268_03,12268,3,DLI,1367.6,06:04,06:06,2
12268_04,12268,4,NDLS,1369.7,06:08,06:10,2
12268_05,12268,5,SDAH,2675.1,19:25,19:25,0
12269_01,12269,1,HYB,0.0,22:15,22:15,0
12269_02,12269,2,SC,6.0,22:19,22:21,2
12269_03,12269,3,MAS,526.0,05:15,05:15,0
12270_01,12270,1,NDLS,0.0,11:15,11:15,0
12270_02,12270,2,PRYJ,580.3,17:41,17:43,2
12270_03,12270,3,PNBE,910.2,21:21,21:23,2
12270_04,12270,4,GKP,1127.9,23:46,23:48,2
12270_05,12270,5,GHY,1962.6,09:03,09:03,0
12271_01,12271,1,CBE,0.0,21:00,21:00,0
12271_02,12271,2,MAS,428.1,04:08,04:10,2
12271_03,12271,3,KGP,1698.2,01:18,01:20,2
12271_04,12271,4,PNBE,2125.1,08:25,08:27,2
12271_05,12271,5,GKP,2342.8,12:02,12:02,0
12272_01,12272,1,MS,0.0,16:00,16:00,0
12272_02,12272,2,MAS,1.9,16:01,16:03,2
12272_03,12272,3,VSKP,611.5,22:26,22:28,2
12272_04,12272,4,NDLS,1975.0,12:47,12:49,2
12272_05,12272,5,PRYJ,2555.4,18:53,18:53,0
12273_01,12273,1,AGC,0.0,20:45,20:45,0
12273_02,12273,2,JHS,198.4,23:23,23:25,2
12273_03,12273,3,BPL,468.1,02:59,02:59,0
12274_01,12274,1,PRYJ,0.0,11:00,11:00,0
12274_02,12274,2,NDLS,580.3,01:30,01:32,2
12274_03,12274,3,VSKP,1943.9,11:35,11:37,2
12274_04,12274,4,BBS,2332.3,21:18,21:20,2
12274_05,12274,5,CTC,2354.8,21:52,21:52,0
12275_01,12275,1,ASR,0.0,20:00,20:00,0
12275_02,12275,2,NDLS,401.9,06:02,06:04,2
12275_03,12275,3,VSKP,1765.5,16:08,16:10,2
12275_04,12275,4,BAM,2002.1,22:03,22:05,2
12275_05,12275,5,PURI,2124.0,01:06,01:06,0
12276_01,12276,1,MYS,0.0,10:15,10:15,0
12276_02,12276,2,SBC,124.2,13:21,13:23,2
12276_03,12276,3,SC,629.8,01:59,02:01,2
12276_04,12276,4,MAS,1149.7,14:59,15:01,2
12276_05,12276,5,TVC,1776.4,06:39,06:39,0
12277_01,12277,1,NGP,0.0,20:15,20:15,0
12277_02,12277,2,DLI,855.7,07:39,07:41,2
12277_03,12277,3,NDLS,857.8,07:41,07:43,2
12277_04,12277,4,ASR,1259.7,13:02,13:02,0
12278_01,12278,1,RTM,0.0,22:45,22:45,0
12278_02,12278,2,COR,222.1,04:18,04:20,2
12278_03,12278,3,BPL,485.7,10:53,10:55,2
12278_04,12278,4,SBC,1630.2,15:30,15:32,2
12278_05,12278,5,MYS,1754.4,18:36,18:36,0
12279_01,12279,1,HYB,0.0,02:45,02:45,0
12279_02,12279,2,SC,6.0,02:55,02:57,2
12279_03,12279,3,MAS,526.0,17:46,17:48,2
12279_04,12279,4,KGP,1796.1,06:03,06:05,2
12279_05,12279,5,PNBE,2223.0,18:15,18:17,2
12279_06,12279,6,MFP,2285.4,20:02,20:02,0
12280_01,12280,1,NGP,0.0,06:00,06:00,0
12280_02,12280,2,DLI,855.7,20:15,20:17,2
12280_03,12280,3,NDLS,857.8,20:17,20:17,0
12281_01,12281,1,UMB,0.0,17:45,17:45,0
12281_02,12281,2,NDLS,193.7,20:19,20:21,2
12281_03,12281,3,DLI,195.8,20:21,20:21,0
12282_01,12282,1,CTC,0.0,06:30,06:30,0
12282_02,12282,2,BBS,22.5,07:08,07:10,2
12282_03,12282,3,BCT,1392.7,22:17,22:19,2
12282_04,12282,4,NGP,2090.9,18:14,18:14,0
12283_01,12283,1,ASR,0.0,20:30,20:30,0
12283_02,12283,2,NDLS,401.9,07:58,08:00,2
12283_03,12283,3,COR,809.7,19:38,19:40,2
12283_04,12283,4,BPL,1073.4,03:10,03:10,0
12284_01,12284,1,VSKP,0.0,13:45,13:45,0
12284_02,12284,2,NDLS,1363.6,04:42,04:44,2
12284_03,12284,3,SDAH,2668.9,18:00,18:00,0
12285_01,12285,1,SBC,0.0,12:30,12:30,0
12285_02,12285,2,BPL,1144.5,13:55,13:57,2
12285_03,12285,3,JBP,1403.4,19:41,19:43,2
12285_04,12285,4,ADI,2156.5,12:25,12:27,2
12285_05,12285,5,GHY,4123.7,08:08,08:10,2
12285_06,12285,6,NJP,4457.7,15:33,15:33,0
12286_01,12286,1,MFP,0.0,11:30,11:30,0
12286_02,12286,2,PNBE,62.4,13:03,13:05,2
12286_03,12286,3,PRYJ,392.3,21:18,21:20,2
12286_04,12286,4,NDLS,972.6,11:48,11:50,2
12286_05,12286,5,COR,1380.4,22:00,22:02,2
12286_06,12286,6,JP,1574.0,02:50,02:52,2
12286_07,12286,7,AII,1699.2,05:58,05:58,0
12287_01,12287,1,ADI,0.0,02:45,02:45,0
12287_02,12287,2,BCT,451.4,14:02,14:04,2
12287_03,12287,3,BBS,1821.7,00:17,00:19,2
12287_04,12287,4,KYN,3155.0,09:37,09:37,0
12288_01,12288,1,ERS,0.0,09:30,09:30,0
12288_02,12288,2,TVC,180.6,12:30,12:32,2
12288_03,12288,3,JP,2233.8,22:43,22:45,2
12288_04,12288,4,COR,2427.3,01:57,01:59,2
12288_05,12288,5,RTM,2649.4,05:39,05:41,2
12288_06,12288,6,ST,2977.9,11:07,11:07,0
12289_01,12289,1,HWH,0.0,09:30,09:30,0
12289_02,12289,2,SDAH,3.1,09:33,09:35,2
12289_03,12289,3,NDLS,1308.5,07:18,07:20,2
12289_04,12289,4,DLI,1310.6,07:20,07:22,2
12289_05,12289,5,CSMT,2479.9,02:49,02:51,2
12289_06,12289,6,KYN,2526.1,03:36,03:36,0
12290_01,12290,1,NJP,0.0,05:45,05:45,0
12290_02,12290,2,MLDT,188.4,10:27,10:29,2
12290_03,12290,3,HWH,460.2,17:15,17:17,2
12290_04,12290,4,KGP,569.1,19:58,20:00,2
12290_05,12290,5,MAS,1839.1,03:43,03:45,2
12290_06,12290,6,ERS,2394.8,17:37,17:37,0
12291_01,12291,1,ASR,0.0,11:45,11:45,0
12291_02,12291,2,NDLS,401.9,16:12,16:14,2
12291_03,12291,3,SDAH,1707.3,06:43,06:45,2
12291_04,12291,4,MLDT,1981.2,09:45,09:47,2
12291_05,12291,5,NJP,2169.6,11:51,11:51,0
12292_01,12292,1,VSKP,0.0,01:00,01:00,0
12292_02,12292,2,BZA,315.5,08:00,08:02,2
12292_03,12292,3,SC,562.5,13:30,13:32,2
12292_04,12292,4,HYB,568.5,13:38,13:38,0
12293_01,12293,1,BSP,0.0,16:15,16:15,0
12293_02,12293,2,NGP,331.8,20:40,20:42,2
12293_03,12293,3,CSMT,1029.7,05:58,06:00,2
12293_04,12293,4,SC,1651.1,14:15,14:17,2
12293_05,12293,5,HYB,1657.1,14:20,14:20,0
12294_01,12294,1,PUNE,0.0,21:45,21:45,0
12294_02,12294,2,PRYJ,1125.9,05:55,05:57,2
12294_03,12294,3,PNBE,1455.8,15:20,15:22,2
12294_04,12294,4,DHN,1696.1,22:12,22:14,2
12294_05,12294,5,ASN,1750.9,23:46,23:48,2
12294_06,12294,6,BWN,1855.8,02:46,02:46,0
12295_01,12295,1,NGP,0.0,20:30,20:30,0
12295_02,12295,2,BSP,331.8,23:59,00:01,2
12295_03,12295,3,ROU,612.0,02:56,02:58,2
12295_04,12295,4,KGP,866.3,05:37,05:39,2
12295_05,12295,5,HWH,975.2,06:45,06:47,2
12295_06,12295,6,ASN,1162.2,08:44,08:44,0
12296_01,12296,1,PRYJ,0.0,01:15,01:15,0
12296_02,12296,2,AGC,429.4,10:47,10:47,0
12297_01,12297,1,R,0.0,11:45,11:45,0
12297_02,12297,2,BSP,107.2,14:07,14:09,2
12297_03,12297,3,JBP,363.9,19:50,19:52,2
12297_04,12297,4,ADI,1117.0,12:34,12:36,2
12297_05,12297,5,GHY,3084.3,08:17,08:19,2
12297_06,12297,6,NJP,3418.2,15:42,15:42,0
12298_01,12298,1,UBL,0.0,16:30,16:30,0
12298_02,12298,2,SBC,373.1,21:28,21:30,2
12298_03,12298,3,SC,878.7,04:12,04:14,2
12298_04,12298,4,CSMT,1500.1,12:30,12:32,2
12298_05,12298,5,SUR,1854.1,17:13,17:13,0
12299_01,12299,1,JHS,0.0,07:00,07:00,0
12299_02,12299,2,PRYJ,329.9,15:14,15:16,2
12299_03,12299,3,NDLS,910.3,05:45,05:47,2
12299_04,12299,4,UMB,1104.0,10:35,10:35,0
12300_01,12300,1,PUNE,0.0,16:45,16:45,0
12300_02,12300,2,CSMT,118.6,18:43,18:45,2
12300_03,12300,3,SC,740.0,05:04,05:06,2
12300_04,12300,4,SBC,1245.6,13:30,13:30,0
12301_01,12301,1,MDU,0.0,08:45,08:45,0
12301_02,12301,2,MAS,422.4,15:47,15:49,2
12301_03,12301,3,VSKP,1032.0,01:56,01:58,2
12301_04,12301,4,NDLS,2395.5,00:40,00:42,2
12301_05,12301,5,SDAH,3700.9,22:25,22:25,0
12302_01,12302,1,DHN,0.0,15:15,15:15,0
12302_02,12302,2,PNBE,240.3,19:15,19:17,2
12302_03,12302,3,KGP,667.2,02:22,02:24,2
12302_04,12302,4,MAS,1937.3,23:32,23:34,2
12302_05,12302,5,SC,2457.2,08:12,08:12,0
12303_01,12303,1,SDAH,0.0,14:15,14:15,0
12303_02,12303,2,HWH,3.1,14:19,14:21,2
12303_03,12303,3,ASN,190.2,18:28,18:28,0
12304_01,12304,1,MAO,0.0,02:30,02:30,0
12304_02,12304,2,UBL,125.2,04:10,04:12,2
12304_03,12304,3,SBC,498.3,09:08,09:10,2
12304_04,12304,4,SC,1003.9,15:53,15:55,2
12304_05,12304,5,MAS,1523.9,22:49,22:51,2
12304_06,12304,6,KGP,2794.0,15:45,15:45,0
12305_01,12305,1,BSP,0.0,17:30,17:30,0
12305_02,12305,2,PRYJ,375.7,02:53,02:55,2
12305_03,12305,3,NDLS,956.0,17:24,17:26,2
12305_04,12305,4,ASR,1357.9,03:26,03:26,0
12306_01,12306,1,MAO,0.0,22:15,22:15,0
12306_02,12306,2,KYN,438.6,07:59,08:01,2
12306_03,12306,3,CSMT,484.8,09:01,09:03,2
12306_04,12306,4,DLI,1654.1,11:00,11:00,0
12307_01,12307,1,BCT,0.0,03:15,03:15,0
12307_02,12307,2,NGP,698.1,12:33,12:35,2
12307_03,12307,3,BSP,1030.0,16:58,17:00,2
12307_04,12307,4,PRYJ,1405.7,21:59,21:59,0
12308_01,12308,1,BCT,0.0,15:00,15:00,0
12308_02,12308,2,ADI,451.4,22:31,22:33,2
12308_03,12308,3,GHY,2418.7,07:18,07:20,2
12308_04,12308,4,NJP,2752.6,12:52,12:54,2
12308_05,12308,5,MLDT,2941.0,16:01,16:03,2
12308_06,12308,6,ASN,3133.3,19:13,19:13,0
12309_01,12309,1,PRYJ,0.0,14:15,14:15,0
12309_02,12309,2,PNBE,329.9,18:38,18:40,2
12309_03,12309,3,KGP,756.8,00:20,00:22,2
12309_04,12309,4,MAS,2026.9,17:16,17:18,2
12309_05,12309,5,MDU,2449.3,22:54,22:54,0
12310_01,12310,1,SC,0.0,09:45,09:45,0
12310_02,12310,2,BZA,247.0,12:21,12:23,2
12310_03,12310,3,BPL,1069.4,21:00,21:02,2
12310_04,12310,4,COR,1333.0,23:46,23:46,0
12311_01,12311,1,KGP,0.0,13:45,13:45,0
12311_02,12311,2,TATA,127.8,15:27,15:27,0
12312_01,12312,1,ST,0.0,10:00,10:00,0
12312_02,12312,2,BCT,247.6,12:36,12:38,2
12312_03,12312,3,BBS,1617.8,03:01,03:03,2
12312_04,12312,4,VSKP,2006.3,07:07,07:09,2
12312_05,12312,5,MAS,2615.8,13:32,13:34,2
12312_06,12312,6,CBE,3043.9,18:02,18:02,0
12313_01,12313,1,NJP,0.0,11:15,11:15,0
12313_02,12313,2,GHY,334.0,19:35,19:37,2
12313_03,12313,3,ADI,2301.2,20:46,20:48,2
12313_04,12313,4,RTM,2555.5,03:08,03:10,2
12313_05,12313,5,COR,2777.6,08:41,08:43,2
12313_06,12313,6,JP,2971.1,13:31,13:31,0
12314_01,12314,1,COR,0.0,20:15,20:15,0
12314_02,12314,2,RTM,222.1,02:35,02:35,0
12315_01,12315,1,MYS,0.0,01:00,01:00,0
12315_02,12315,2,SBC,124.2,02:39,02:41,2
12315_03,12315,3,SC,629.8,09:23,09:25,2
12315_04,12315,4,MAS,1149.7,16:19,16:21,2
12315_05,12315,5,KGP,2419.8,09:15,09:17,2
12315_06,12315,6,HWH,2528.7,10:42,10:44,2
12315_07,12315,7,ASN,2715.8,13:12,13:12,0
12316_01,12316,1,MS,0.0,05:30,05:30,0
12316_02,12316,2,MAS,1.9,05:31,05:33,2
12316_03,12316,3,KGP,1272.0,02:41,02:43,2
12316_04,12316,4,HWH,1380.9,04:30,04:32,2
12316_05,12316,5,BWN,1468.3,05:58,05:58,0
12317_01,12317,1,KGP,0.0,16:30,16:30,0
12317_02,12317,2,MAS,1270.1,13:40,13:42,2
12317_03,12317,3,VSKP,1879.7,23:49,23:51,2
12317_04,12317,4,BBS,2268.1,06:18,06:18,0
12318_01,12318,1,JBP,0.0,20:30,20:30,0
12318_02,12318,2,COR,469.4,04:19,04:21,2
12318_03,12318,3,JP,662.9,07:32,07:34,2
12318_04,12318,4,KYN,1558.5,22:28,22:28,0
12319_01,12319,1,ASN,0.0,17:00,17:00,0
12319_02,12319,2,HWH,187.1,20:07,20:09,2
12319_03,12319,3,KGP,295.9,21:55,21:57,2
12319_04,12319,4,MAS,1566.0,19:06,19:08,2
12319_05,12319,5,SC,2086.0,03:45,03:47,2
12319_06,12319,6,HYB,2092.0,03:52,03:52,0
